,ReviewText,aspects,terms
1876,I can have tabs open while playing YouTube videos and it handles it impressively well.,['LAPTOP#OPERATION_PERFORMANCE'],
1877,"BUT I should tell you that this laptop does not have the best screen, it's certainly good enough for the average person, but if you're used to good screens this may bother you a bit, but it's certainly not unbearable by anyone's standards.",['DISPLAY#GENERAL'],
1878,"If you want to game, this thing can handle League of Legends on medium-low settings, but I certainly wouldn't recommend it for gaming.",['LAPTOP#MISCELLANEOUS'],
1879,"Overall, a great laptop for simply doing basic things and web-browsing.",['LAPTOP#MISCELLANEOUS'],
1880,"Would definitely recommend for those who are ""technologically ignorant""",['LAPTOP#MISCELLANEOUS'],
1881,this computer is very slow,['LAPTOP#OPERATION_PERFORMANCE'],
1882,I love this laptop!,['LAPTOP#GENERAL'],
1883,It does everything I need it too!,['LAPTOP#GENERAL'],
1884,Very good price.,['LAPTOP#PRICE'],
1885,Very nice computer,['LAPTOP#GENERAL'],
1886,Immediately didn't like the track buttons.,['MOUSE#GENERAL'],
1887,They are loud and clunky but I figured I'd get used to it.,"['MOUSE#QUALITY', 'MOUSE#DESIGN_FEATURES', 'MOUSE#USABILITY']",
1888,The laptop died two days after I received it.,['LAPTOP#QUALITY'],
1889,"I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks.","['LAPTOP#GENERAL', 'DISPLAY#DESIGN_FEATURES', 'LAPTOP#PRICE']",
1890,If you're looking for a basic PC this is the way to go.,['LAPTOP#MISCELLANEOUS'],
1891,The hinges on this PC are nice and tight and well made like the rest of the PC.,['LAPTOP#QUALITY'],
1892,I was surprised  at  the overall quality and the price,"['LAPTOP#QUALITY', 'LAPTOP#PRICE']",
1893,"In all my life i have never come across a computer as slow as this one, it cant perform basic operations and is practically useless.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",
1894,I just received the laptop and if it runs like this already cant imagine how it would work in the next couple of weeks.,['LAPTOP#OPERATION_PERFORMANCE'],
1895,It took almost 20 minutes to boot up.,['LAPTOP#OPERATION_PERFORMANCE'],
1896,Please people dont make the same mistake i did.,['LAPTOP#GENERAL'],
1897,"This is a complete waste of money, dont let the price fool you!","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1898,Would be a very nice laptop if the mousepad worked properly.,"['LAPTOP#GENERAL', 'MOUSE#OPERATION_PERFORMANCE']",
1899,It was not responsive at all to touch.,['MOUSE#OPERATION_PERFORMANCE'],
1900,"And while tapping the mousepad to try to get it to work, your palm would inevitably touch the side which would pull up the side windows and block your ability to find the mouse.","['MOUSE#OPERATION_PERFORMANCE', 'MOUSE#USABILITY']",
1901,"If they can fix this, I think it would be a very nice, cost-effective laptop.","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1902,This laptop broke within the first hour of use.,['LAPTOP#QUALITY'],
1903,The 'A' key became jammed so that sometimes it wouldn't press in.,['KEYBOARD#QUALITY'],
1904,Dell claims they test each key with thousands of mechanical key strokes.,['COMPANY#GENERAL'],
1905,"Also, after restarting the laptop it constantly made high pitched electronic noises.",['LAPTOP#QUALITY'],
1906,"I'm sure I just got a bad egg, but instead of getting a replacement I decided to try a different one.","['LAPTOP#QUALITY', 'LAPTOP#GENERAL']",
1907,This laptop is nice.,['LAPTOP#GENERAL'],
1908,"It has a decent feel to it, sharp display and is fast enough.","['LAPTOP#QUALITY', 'DISPLAY#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1909,The biggest problem I have is the right side and top of the touchpad is unresponsive.,['MOUSE#OPERATION_PERFORMANCE'],
1910,"I have updated the drivers and tweeked every feature available, but nothing has helped.",['MOUSE#OPERATION_PERFORMANCE'],
1911,"Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad.","['MOUSE#OPERATION_PERFORMANCE', 'MOUSE#USABILITY']",
1912,"I would love to keep this laptop, but will be sending it back and looking for a different brand.","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
1913,No Lenovo for me.,['COMPANY#GENERAL'],
1914,Initially I liked the product so much.,['LAPTOP#GENERAL'],
1915,Although it was slow but I felt it was ok for the price you have bought it.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1916,But now I am having battery problems.,['BATTERY#OPERATION_PERFORMANCE'],
1917,Laptop automatically shuts down when battery life reaches 30%.,['LAPTOP#OPERATION_PERFORMANCE'],
1918,I am not satisfied with the product.,['LAPTOP#GENERAL'],
1919,It's an amazing laptop.,['LAPTOP#GENERAL'],
1920,Most of the things about the laptop is awesome except the touchpad.,"['LAPTOP#GENERAL', 'MOUSE#GENERAL']",
1921,The laptop is fast.,['LAPTOP#OPERATION_PERFORMANCE'],
1922,The Windows 8.1 used to boot in just 2s and that was freaking awesome.,['OS#OPERATION_PERFORMANCE'],
1923,Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either.,['LAPTOP#OPERATION_PERFORMANCE'],
1924,I am loving it completely.,['LAPTOP#GENERAL'],
1925,It does make a little noise but that's alright as it's not too much.,['LAPTOP#QUALITY'],
1926,It doesn't get heated up much even after continuous usage.,['LAPTOP#QUALITY'],
1927,"But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying.","['MOUSE#DESIGN_FEATURES', 'MOUSE#USABILITY']",
1928,"I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else.","['MOUSE#DESIGN_FEATURES', 'MOUSE#USABILITY']",
1929,A smaller touchpad would make life easier for Computer Science students or IT people much more easier.,"['MOUSE#DESIGN_FEATURES', 'MOUSE#USABILITY']",
1930,"Uhhhhhh, the computer looks good.",['LAPTOP#DESIGN_FEATURES'],
1931,"But, it works really slowwwwww!!!",['LAPTOP#OPERATION_PERFORMANCE'],
1932,It has got me feel like to take years to successfully open a web page.,['LAPTOP#OPERATION_PERFORMANCE'],
1933,Purchased it for my birthday and love it!,['LAPTOP#GENERAL'],
1934,I'm so glad that I have.,['LAPTOP#GENERAL'],
1935,It's been a very easy transition moving my Windows created files over to the Mac.,['LAPTOP#USABILITY'],
1936,So far I haven't lost any quality or information.,"['LAPTOP#QUALITY', 'LAPTOP#MISCELLANEOUS']",
1937,I have a little bit of a learning curve with the keyboard shortcuts.,['KEYBOARD#USABILITY'],
1938,"But other than that, I really am loving the quality and speed.","['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1939,Expensive but worth it.,"['LAPTOP#PRICE', 'LAPTOP#GENERAL']",
1940,The display has a great resolution but have difficulty always seeing the small print.,"['DISPLAY#QUALITY', 'DISPLAY#USABILITY']",
1941,Haven't quite figured out how to make the font size larger overall.,['DISPLAY#USABILITY'],
1942,This is without a doubt the worst laptop I've ever had.,['LAPTOP#GENERAL'],
1943,"And of course, the return window closed last week so now, I'm stuck with it.",['LAPTOP#GENERAL'],
1944,I will never buy another Lenovo anything!,"['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
1945,"Unless you plan on using a mouse with this laptop, don't buy this.",['MOUSE#GENERAL'],
1946,"The touchpad hasn't worked correctly since delivery though in the beginning, I thought perhaps it was just a bit of a quirk since most touchpads I've worked with have some inherent oddities.","['MOUSE#OPERATION_PERFORMANCE', 'MOUSE#QUALITY']",
1947,"This one however, is now very loose and I have to either tap hard or repeatedly push to click in order for it to work, Then suddenly, I can barely touch it at all and it clicks on its own.","['MOUSE#QUALITY', 'MOUSE#OPERATION_PERFORMANCE', 'MOUSE#USABILITY']",
1948,"Today, it hasn't worked at all more than it has.",['MOUSE#OPERATION_PERFORMANCE'],
1949,"It hangs, freezes and just isn't working properly.",['LAPTOP#OPERATION_PERFORMANCE'],
1950,I have now been waiting almost a minute for the computer management window to open!,['LAPTOP#OPERATION_PERFORMANCE'],
1951,"Though I don't have much installed, I only have 96 of the 278G left!",['LAPTOP#MISCELLANEOUS'],
1952,"I have no idea what's taking up all the room, it doesn't make sense.",['LAPTOP#MISCELLANEOUS'],
1953,"I could go on and on, but suffice it to say, if you want to spend $400+ on a laptop, don't buy this one!","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1954,It's definitely not worth the money.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1955,Very fast and good for most steam games.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#MISCELLANEOUS']",
1956,"Don't expect great graphics, though.",['GRAPHICS#GENERAL'],
1957,"The keyboard and sound are great, and the matte screen works well.","['KEYBOARD#GENERAL', 'MULTIMEDIA_DEVICES#QUALITY', 'DISPLAY#OPERATION_PERFORMANCE']",
1958,Can run CS:GO at 60 fps on low settings.,['DISPLAY#OPERATION_PERFORMANCE'],
1959,Computer was DOA.,['LAPTOP#QUALITY'],
1960,Turned it on and it was beeping.,['LAPTOP#QUALITY'],
1961,I love this laptop.,['LAPTOP#GENERAL'],
1962,"Looks good , well built, and very good speed.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1963,"Needed a 2 usb adapt. for network plug, no problem.",['LAPTOP#CONNECTIVITY'],
1964,"Keyboard is nice and windows 8.1 is great, worried about that coming from xp.","['KEYBOARD#GENERAL', 'OS#GENERAL']",
1965,Price makes this the laptop I was looking for.,"['LAPTOP#PRICE', 'LAPTOP#GENERAL']",
1966,So far I am very happy with this computer.,['LAPTOP#GENERAL'],
1967,"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.","['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#CONNECTIVITY', 'DISPLAY#DESIGN_FEATURES', 'KEYBOARD#QUALITY']",
1968,"I liked the fact that it came with Windows 7, but also included Windows 8 to install later if I need it.","['OS#GENERAL', 'LAPTOP#DESIGN_FEATURES']",
1969,The price was good.,['LAPTOP#PRICE'],
1970,"I use a wireless mouse, but the touch pad and the ""red button"" in the middle that works like a little ""joystick"" also work fine.",['MOUSE#OPERATION_PERFORMANCE'],
1971,I wish I had bought this sooner!,['LAPTOP#GENERAL'],
1972,This is a great bargain.,['LAPTOP#PRICE'],
1973,"Yes, it's running and old type processor so, hey, don't even try gaming on it.","['CPU#DESIGN_FEATURES', 'LAPTOP#MISCELLANEOUS']",
1974,"But, if you are just an average user, it works really great.",['LAPTOP#MISCELLANEOUS'],
1975,"The screen is good, the whole things is very light and doesn't run hot.","['DISPLAY#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY']",
1976,"I'm very happy with it, typing on it right now and it is fast enough for that!","['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']",
1977,I like everything about this laptop.,['LAPTOP#GENERAL'],
1978,It has no way of connecting to the internet save wifi but that's all I use anyway!,['LAPTOP#CONNECTIVITY'],
1979,I put that free app on for word processing and it works like a charm.,['SOFTWARE#OPERATION_PERFORMANCE'],
1980,"I plugged it into my existing printers and it just worked, no fuss no muss.",['LAPTOP#CONNECTIVITY'],
1981,It immediately recognized the printer and was ready to go.,['LAPTOP#CONNECTIVITY'],
1982,Excellent buy.,['LAPTOP#GENERAL'],
1983,The worst computer I have ever laid my eyes upon.,['LAPTOP#GENERAL'],
1984,"Firstly, it has no leds to let you know what is going on, no cap lock, no hard drive indicator, nothing.",['LAPTOP#DESIGN_FEATURES'],
1985,"Ok, one light to let you know if the damn thing is on.",['LAPTOP#DESIGN_FEATURES'],
1986,"The biggie though is the fact that it disconnects from the internet whenever if feels like it, even when the strength bar is filled.",['LAPTOP#CONNECTIVITY'],
1987,"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.","['LAPTOP#CONNECTIVITY', 'LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY']",
1988,Too often I would find it not being able to stay connected to the internet.,['LAPTOP#CONNECTIVITY'],
1989,I was unable to download iTunes to it.,['LAPTOP#USABILITY'],
1990,Dell support was awful to deal with.,['SUPPORT#QUALITY'],
1991,And the settings are simply annoying.,['LAPTOP#MISCELLANEOUS'],
1992,Just not for me.,['LAPTOP#GENERAL'],
1993,"The computer is as expected, and worth the money.","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1994,The 8.1 windows is a major disappointment.,['OS#GENERAL'],
1995,Operating a non touch screen on this system is a royal pain!,['OS#USABILITY'],
1996,It came with no instruction book - no back up CD's and has already crashed.,"['LAPTOP#MISCELLANEOUS', 'LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1997,Hands down one of my best and most used purchases thus far.,['LAPTOP#GENERAL'],
1998,The Mid-2014 MacBook Pro does no disappoint...,['LAPTOP#GENERAL'],
1999,"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand.","['DISPLAY#QUALITY', 'LAPTOP#QUALITY', 'LAPTOP#DESIGN_FEATURES', 'CPU#OPERATION_PERFORMANCE', 'COMPANY#GENERAL']",
2000,"Cons:Honestly zero con's ... as a Windows PC user the switch over was seamlessly,  I run Parallel when I need Windows.","['LAPTOP#GENERAL', 'LAPTOP#USABILITY']",
2001,All my devices work flawlessly.,['LAPTOP#USABILITY'],
2002,"I'm an amature, so this does more than I can handle.",['LAPTOP#GENERAL'],
2003,"I'm perfectly satisfied, just have to get use to the new 6.1 system I can't see a problem.","['LAPTOP#GENERAL', 'OS#USABILITY']",
2004,"I' doi9ng fine now, and happy as a bug.",['LAPTOP#GENERAL'],
2005,"The price is great and it does everything I want to do,  Thanks.","['LAPTOP#PRICE', 'LAPTOP#GENERAL']",
2006,It's perfect!,['LAPTOP#GENERAL'],
2007,It's great for what he uses it for.,['LAPTOP#MISCELLANEOUS'],
2008,I am really not happy with this computer...,['LAPTOP#GENERAL'],
2009,I don't like WINDOWS 8 but that is no fault of the computer but the keyboard is so hard to get the keys to work and the space bar.,"['OS#GENERAL', 'KEYBOARD#USABILITY', 'KEYBOARD#OPERATION_PERFORMANCE']",
2010,Would not buy it again.,['LAPTOP#GENERAL'],
2011,Meh...but cheap.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
2012,The first thing I can say for positive is that the laptop is very light- makes it really portable..this with a relatively clear screen is a bonus.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY', 'DISPLAY#QUALITY']",
2013,Now the graphics are not HD...and the reason that it is light is that it is really basic (medium low grade) plastic.,"['GRAPHICS#QUALITY', 'LAPTOP#QUALITY']",
2014,"So if you don't have kids, or not in high school or don't accidently sit on it, it should be fine.",['LAPTOP#QUALITY'],
2015,Now the speed is disappointing.,['LAPTOP#OPERATION_PERFORMANCE'],
2016,"Start up is fine  maybe 20 secs at most, but then to get pages to load on internet is molasses at times.",['LAPTOP#OPERATION_PERFORMANCE'],
2017,Even for a 4GB RAM it barely chugs with 3 tabs open.,"['LAPTOP#OPERATION_PERFORMANCE', 'MEMORY#DESIGN_FEATURES']",
2018,All in all I wish I had waited a bit.,['LAPTOP#GENERAL'],
2019,This laptop is amazing!,['LAPTOP#GENERAL'],
2020,Windows 8.1 has its pros and cons.,['OS#GENERAL'],
2021,The keyboard is backlit but you have to press the F5 key to turn it on.,"['KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#USABILITY']",
2022,Of course this will decrease your battery life.,['LAPTOP#MISCELLANEOUS'],
2023,The sound is very nice and crisp.,['MULTIMEDIA_DEVICES#QUALITY'],
2024,"Also, I have no regrets about going with the 8GB RAM because its super fast.","['MEMORY#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']",
2025,I'm still exploring the various features but overall I am satisfied with my purchase.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",
2026,The HP Envy 15 has been everything I expected.,['LAPTOP#GENERAL'],
2027,"After doing much research for a laptop that had all the features I was looking for, This one hit all the criteria I had.",['LAPTOP#DESIGN_FEATURES'],
2028,The laptop is very responsice with the Core i7 processor and 8GB of RAM and the sound out of the Beats audio is great.,"['LAPTOP#OPERATION_PERFORMANCE', 'CPU#OPERATION_PERFORMANCE', 'MEMORY#DESIGN_FEATURES', 'SOFTWARE#QUALITY']",
2029,I would highly recommend this product to anyone looking for a top performing laptop.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",
2030,used 6 times black screen returned for refund,"['DISPLAY#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL', 'LAPTOP#QUALITY']",
2031,do not use the facial recognition,['SOFTWARE#GENERAL'],
2032,Windows 8 is not supported by a lot of things!,['OS#USABILITY'],
2033,"The Dell is quick enough, sturdy, not good with finger prints.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY', 'LAPTOP#QUALITY']",
2034,It does what it advertises.,['LAPTOP#GENERAL'],
2035,"Price is great, wish it didn't have Windows 8, but that is an opinion.","['LAPTOP#PRICE', 'OS#GENERAL']",
2036,"I would recommend it, for anybody needing a reliable simple laptop.",['LAPTOP#QUALITY'],
2037,"I bought this for my daughter to use for school and homework, it's not a ""fast"" computer, but it's great for what she needs it for and very light weight!","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",
